"CASEID_NEW","WEIGHT1","WEIGHT2","PPAGE","PPAGECAT","PPAGECT4","PPEDUC","PPEDUCAT","PPETHM","PPGENDER","PPHHHEAD","PPHOUSEHOLDSIZE","PPHOUSE","PPINCIMP","HHINC","PPMARIT","PPMSACAT","PPREG4","PPREG9","PPRENT","PPT01","PPT1317","PPT18OV","PPT25","PPT612","CHILDREN_IN_HH","PPWORK","PPNET","PPQ14ARACE","PPHISPAN","PPRACE_WHITE","PPRACE_BLACK","PPRACE_NATIVEAMERICAN","PPRACE_ASIANINDIAN","PPRACE_CHINESE","PPRACE_FILIPINO","PPRACE_JAPANESE","PPRACE_KOREAN","PPRACE_VIETNAMESE","PPRACE_OTHERASIAN","PPRACE_HAWAIIAN","PPRACE_GUAMANIAN","PPRACE_SAMOAN","PPRACE_OTHERPACIFICISLANDER","PPRACE_SOMEOTHERRACE","PAPGLB_FRIEND","PPPARTYID3","PAPEVANGELICAL","PAPRELIGION","PPPPCMDATE_YRMO","PPPADATE_YRMO","PPHHCOMP11_MEMBER2_AGE","PPHHCOMP11_MEMBER3_AGE","PPHHCOMP11_MEMBER4_AGE","PPHHCOMP11_MEMBER5_AGE","PPHHCOMP11_MEMBER6_AGE","PPHHCOMP11_MEMBER7_AGE","PPHHCOMP11_MEMBER8_AGE","PPHHCOMP11_MEMBER9_AGE","PPHHCOMP11_MEMBER10_AGE","PPHHCOMP11_MEMBER11_AGE","PPHHCOMP11_MEMBER12_AGE","PPHHCOMP11_MEMBER13_AGE","PPHHCOMP11_MEMBER14_AGE","PPHHCOMP11_MEMBER15_AGE","PPHHCOMP11_MEMBER2_GENDER","PPHHCOMP11_MEMBER3_GENDER","PPHHCOMP11_MEMBER4_GENDER","PPHHCOMP11_MEMBER5_GENDER","PPHHCOMP11_MEMBER6_GENDER","PPHHCOMP11_MEMBER7_GENDER","PPHHCOMP11_MEMBER8_GENDER","PPHHCOMP11_MEMBER9_GENDER","PPHHCOMP11_MEMBER10_GENDER","PPHHCOMP11_MEMBER11_GENDER","PPHHCOMP11_MEMBER12_GENDER","PPHHCOMP11_MEMBER13_GENDER","PPHHCOMP11_MEMBER14_GENDER","PPHHCOMP11_MEMBER15_GENDER","PPHHCOMP11_MEMBER2_RELATIONSHIP","PPHHCOMP11_MEMBER3_RELATIONSHIP","PPHHCOMP11_MEMBER4_RELATIONSHIP","PPHHCOMP11_MEMBER5_RELATIONSHIP","PPHHCOMP11_MEMBER6_RELATIONSHIP","PPHHCOMP11_MEMBER7_RELATIONSHIP","PPHHCOMP11_MEMBER8_RELATIONSHIP","PPHHCOMP11_MEMBER9_RELATIONSHIP","PPHHCOMP11_MEMBER10_RELATIONSHIP","PPHHCOMP11_MEMBER11_RELATIONSHIP","PPHHCOMP11_MEMBER12_RELATIONSHIP","PPHHCOMP11_MEMBER13_RELATIONSHIP","PPHHCOMP11_MEMBER14_RELATIONSHIP","PPHHCOMP11_MEMBER15_RELATIONSHIP","IRB_CONSENT","WEIGHT3","WEIGHT4","WEIGHT5","WEIGHT6","WEIGHT7","WEIGHT_COUPLES_CORESIDENT","HCMST_MAIN_INTERVIEW_YRMO","DURATION","QFLAG","GLBSTATUS","PAPGLB_STATUS","RECSOURCE","S1","S1A","S2","Q3_CODES","Q4","Q5","Q6A","Q6B","Q7A","Q7B","Q8A","Q8B","Q9","Q10","Q11","Q12","Q13A","Q13B","Q14","Q15A1_COMPRESSED","Q16","Q17A","Q17B","Q17C","Q17D","GENDER_ATTRACTION","Q18A_1","Q18A_2","Q18A_3","Q18A_REFUSED","Q18B_CODES","Q18C_CODES","Q19","Q20","Q21A","Q21A_REFUSAL","Q21B","Q21B_REFUSAL","Q21C","Q21C_REFUSAL","Q21D","Q21D_REFUSAL","Q21E","Q21E_REFUSAL","Q22","Q23","Q24_CODES","Q25","Q26","Q27","Q28","Q29","Q30","Q31_1","Q31_2","Q31_3","Q31_4","Q31_5","Q31_6","Q31_7","Q31_8","Q31_9","Q31_OTHER_TEXT_ENTERED","Q32","Q33_1","Q33_2","Q33_3","Q33_4","Q33_5","Q33_6","Q33_7","Q33_OTHER_TEXT_ENTERED","Q34","Q35_CODES","Q35_TEXT_ENTERED","Q24_MET_ONLINE","SUMMARY_Q24_TOTAL","Q24_R_COWORK","Q24_R_FRIEND","Q24_R_FAMILY","Q24_R_SIG_OTHER","Q24_R_NEIGHBOR","Q24_P_COWORK","Q24_P_FRIEND","Q24_P_FAMILY","Q24_P_SIG_OTHER","Q24_P_NEIGHBOR","Q24_BTWN_I_COWORK","Q24_BTWN_I_FRIEND","Q24_BTWN_I_FAMILY","Q24_BTWN_I_SIG_OTHER","Q24_BTWN_I_NEIGHBOR","Q24_SCHOOL","Q24_COLLEGE","Q24_MILITARY","Q24_CHURCH","Q24_VOL_ORG","Q24_CUSTOMER","Q24_BAR_RESTAURANT","Q24_INTERNET_DATING","Q24_INTERNET_SOCIAL_NETWORKING","Q24_INTERNET_GAME","Q24_INTERNET_CHAT","Q24_INTERNET_COMMUNITY","Q24_INTERNET_OTHER","Q24_PUBLIC","Q24_PRIVATE_PARTY","Q24_BLIND_DATE","Q24_VACATION","Q24_SINGLES_SERVICE_NON_INTERNET","Q24_BUSINESS_TRIP","Q24_WORK_NEIGHBOR","Q24_FAM_SISTER_ACTIVE","Q24_FAM_BROTHER_ACTIVE","Q24_FAM_MOTHER_ACTIVE","Q24_FAM_FATHER_ACTIVE","Q24_FAM_OTHER_ACTIVE","Q24_FAM_COUSINS_ACTIVE","Q24_FAM_AUNT_NIECE_ACTIVE","Q24_FAM_UNCLE_NEPHEW_ACTIVE","Q24_FAM_GRANDMOTHER_ACTIVE","Q24_FAM_GRANDFATHER_ACTIVE","Q24_FAM_SISTER_PASSIVE","Q24_FAM_BROTHER_PASSIVE","Q24_FAM_MOTHER_PASSIVE","Q24_FAM_FATHER_PASSIVE","Q24_FAM_OTHER_PASSIVE","Q24_FAM_COUSINS_PASSIVE","Q24_FAM_AUNT_NIECE_PASSIVE","Q24_FAM_UNCLE_NEPHEW_PASSIVE","Q24_FAM_GRANDMOTHER_PASSIVE","Q24_FAM_GRANDFATHER_PASSIVE","Q24_FAM_FEMALE","Q24_FAM_MALE","DISTANCEMOVED_10MI","MARRYNOTREALLY","MARRYCOUNTRY","CIVILNOTREALLY","PARTNER_DECEASED","PARTNER_RELIGION_RECLASSIFIED","PARTNER_RELIGION_CHILD_RECLASS","OWN_RELIGION_CHILD_RECLASS","Q32_INTERNET","HOW_MET_ONLINE","EITHER_INTERNET","EITHER_INTERNET_ADJUSTED","SAME_SEX_COUPLE","POTENTIAL_PARTNER_GENDER_RECODES","ALT_PARTNER_GENDER","HOW_LONG_AGO_FIRST_MET","HOW_LONG_AGO_FIRST_ROMANTIC","HOW_LONG_AGO_FIRST_COHAB","HOW_LONG_AGO_FIRST_MET_CAT","HOW_LONG_RELATIONSHIP","RESPONDENT_RACE","PARTNER_RACE","AGE_DIFFERENCE","MET_THROUGH_FRIENDS","MET_THROUGH_FAMILY","MET_THROUGH_AS_NEIGHBORS","MET_THROUGH_AS_COWORKERS","RESPONDENT_RELIGION_AT_16","RESPONDENT_RELIG_16_CAT","PARTNER_RELIGION_AT_16","PARTNER_RELIG_16_CAT","MARRIED","PARENTAL_APPROVAL","RESPONDENT_YRSED","PARTNER_YRSED","HOME_COUNTRY_RECODE","US_RAISED","PARTNER_MOM_YRSED","RESPONDENT_MOM_YRSED","RELATIONSHIP_QUALITY","CORESIDENT","PP2_AFTERP1","PP2_PPHHHEAD","PP2_PPHHSIZE","PP2_PPHOUSE","PP2_PPINCIMP","PP2_PPMARIT","PP2_PPMSACAT","PP2_PPEDUC","PP2_PPEDUCAT","PP2_RESPONDENT_YRSED","PP2_PPETHM","PP2_PPREG4","PP2_PPREG9","PP2_PPRENT","PP2_PPT01","PP2_PPT1317","PP2_PPT18OV","PP2_PPT25","PP2_PPT612","PP2_PPWORK","PP2_PPNET","PP2_PPCMDATE_YRMO","PP_IGDR1","PP_IEDUC1","PP2_IGDR2","PP2_IEDUC2","W2_DECEASED","W2_MULTINAME","W2_PANELSTAT","W2_DONOTCONTACT","W2_ASSIGNED","W2_F1COMPLETE","W2_HCMST_INTERVIEW_FIN_YRMO","W2_DURATION","W2_XMARRY","W2_XSS","W2_SOURCE","W2_Q1","W2_Q2","W2_Q3","W2_Q4","W2_Q5","W2_Q6","W2_Q7","W2_Q8","W2_Q9","W2_Q10","W2_BROKE_UP","W2_DAYS_ELAPSED","PP3_PPHHHEAD","PP3_PPHHSIZE","PP3_PPHOUSE","PP3_PPINCIMP","PP3_PPMARIT","PP3_PPMSACAT","PP3_PPRENT","PP3_PPREG4","PP3_PPREG9","INTERSTATE_MOVER_PP1_PP2","INTERSTATE_MOVER_PP2_PP3","INTERSTATE_MOVER_PP1_PP3","PP3_PPT01","PP3_PPT1317","PP3_PPT18OV","PP3_PPT25","PP3_PPT612","PP3_PPWORK","PP3_PPNET","PP3_PPCMDATE_YRMO","PP3_PPEDUC","PP3_PPEDUCAT","PP3_RESPONDENT_YRSED","PP3_PPETHM","PP3_NEWER","W2W3_COMBO_BREAKUP","W3_BROKE_UP","W3_XPARTNERED","W3_XDECEASED","W3_MULTINAME","W3_XSS","W3_XLAST","W3_XYEAR","W3_XMONTH","W3_XQUALIFIED","W3_STATUS","W3_COMPLETE","W3_SOURCE","W3_HCMST_INTERVIEW_FIN_YRMO","W3_DAYS_ELAPSED","W3_DURATION","W3_XMARRY","W3_XTYPE","W3_Q1","W3_Q2","W3_Q3","W3_Q4","W3_MBTIMING_YEAR","W3_MBTIMING_MONTH","W3_Q5","W3_Q6","W3_Q7","W3_Q8","W3_Q9","W3_Q10","W3_NONMBTIMING_YEAR","W3_NONMBTIMING_MONTH","ZPNHWHITE_CAT","ZPNHBLACK_CAT","ZPHISP_CAT","ZPMEDHHINC_CAT","ZPFORBORN_CAT","ZPRURAL_CAT","Q15A1_OTHER_UNEDITED","Q15A1","Q15A3_CODES","W4_XQUALIFIED","W4_STATUS","W4_COMPLETE","W4_SOURCE","W4_DURATION","W4_HCMST_INTERVIEW_FIN_YRMO","W4_XTYPE","W4_XYEAR","W4_XMONTH","W4_XMARRY","W4_XLAST","W4_XWAVE1_MONTH","W4_XCIVIL","W4_XSS","W4_Q1","W4_Q2","W4_QUALITY","W4_ATTRACTIVE","W4_ATTRACTIVE_PARTNER","W4_Q3","W4_Q4","W4_MBTIMING_YEAR","W4_MBTIMING_MONTH","W4_Q5","W4_Q6","W4_Q7","W4_MAR_YEAR","W4_MAR_MONTH","W4_CIV_YEAR","W4_Q8_A","W4_Q8_B","W4_Q9","W4_Q10","W4_NONMBTIMING_YEAR","W4_NONMBTIMING_MONTH","RELATIONSHIP_QUALITY_W4","W4_BROKE_UP","W234_COMBO_BREAKUP","PP4_PPEDUC","PP4_PPEDUCAT","PP4_PPETHM","PP4_PPHHHEAD","PP4_PPHHSIZE","PP4_PPHOUSE","PP4_PPINCIMP","PP4_PPMARIT","PP4_PPMSACAT","PP4_PPREG4","PP4_PPREG9","PP4_PPRENT","PP4_PPT01","PP4_PPT25","PP4_PPT612","PP4_PPT1317","PP4_PPT18OV","PP4_PPWORK","PP4_PPNET","PP4_PPCMDATE_YRMO","PP4_NEWER","PPA2009_SERVICES_YRMO","PPA2009_HOW_OFTEN_SERVICES","W5_DURATION","W5_SOURCE","W5_COMPLETE","W5_STATUS","W5X_QUALIFIED","W5X_MARRY","W5X_LAST","W5X_YEAR","W5X_CIVIL","W5X_MONTH","W5X_CIVYEAR","W5X_CIVMONTH","W5_Q1","W5_Q2","W5_SEX_FREQUENCY","W5_P_MONOGAMY","W5_IDENTITY","W5_OUTNESS","W5_Q3","W5_Q4","W5_MBTIMING_MONTH","W5_MBTIMING_YEAR","W5_Q5","W5_Q6","W5_Q7","W5_MAR_YEAR","W5_MAR_MONTH","W5_Q8","W5_CIV_YEAR","W5_CIV_MONTH","W5_Q9","W5_Q10","W5_NONMBTIMING_YEAR","W5_NONMBTIMING_MONTH","W5_BROKE_UP","W5_HCMST_INTERVIEW_FIN_YRMO","W2345_COMBO_BREAKUP","RESPONDED_TO_W234OR5","PP5_PPAGE","PP5_PPAGECAT","PP5_PPAGECT4","PP5_PPEDUC","PP5_PPEDUCAT","PP5_PPETHM","PP5_PPGENDER","PP5_PPHHHEAD","PP5_PPHHSIZE","PP5_PPHOUSE","PP5_PPINCIMP","PP5_PPMARIT","PP5_PPCMDATE_YRMO","PP5_NEWER","PP5_PPMSACAT","PP5_PPREG4","PP5_PPREG9","PP5_PPRENT","PP5_PPT01","PP5_PPT25","PP5_PPT612","PP5_PPT1317","PP5_PPT18OV","PP5_PPWORK","PP5_PPNET","PPMARIT_2014","PPCMARIT_2014_YRMO","PPMARIT_2013","PPCMARIT_2013_YRMO","PPMARIT_2012","PPCMARIT_2012_YRMO","PPMARIT_2011","PPCMARIT_2011_YRMO","PPMARIT_2010","PPCMARIT_2010_YRMO","PPMARIT_2009","PPCMARIT_2009_YRMO","PPMARIT_2007","PPCMARIT_2007_YRMO"
"829",909792,16353,16353,79,7,4,12,4,5,1,0,1,1,6,17250,2,1,4,8,2,0,0,1,0,0,0,5,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,200710,200709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,16353,16350,21806,NA,NA,NA,200902,20,1,0,2,1,2,NA,1,NA,2,NA,1,1,2,2,1,NA,59,12,8,3,1,NA,8,1,0,NA,3,NA,1,1,0,0,1,0,NA,NA,2,2,69,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,2,2,2,2,4,NA,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,1,NA,1,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,NA," ",NA,0,NA,NA,NA,0,NA,0,0,0,NA,2,10,10,NA,3,10,3,1,20,1,0,0,0,2,1,2,1,0,NA,16,16,NA,1,12,12,5,0,1,1,1,1,9,2,1,12,4,16,1,4,8,2,0,0,1,0,0,5,1,200904,0,0,0,0,0,NA,1,2,1,1,201003,1,2,2,1,NA,NA,NA,NA,2,NA,NA,NA,2,NA,2,394,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,1,3,0," ","1"," ","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12,4,1,1,1,1,9,2,1,4,8,2,0,0,0,0,1,5,1,200904,0,200903,3,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,85,7,4,12,4,1,1,1,1,1,9,2,200904,0,1,4,8,2,0,0,0,0,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,200904,2,200710
"512",563456,9823,9823,45,4,3,6,1,1,1,1,2,1,12,55000,6,1,3,5,1,0,0,2,0,0,0,6,1,-2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,200710,200709,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9823,100525,134070,10154,10154,6535.90722657,200902,23,1,1,1,1,2,NA,1,NA,1,1,1,1,2,11,2,2,45,9,6,3,2,9,11,1,10,NA,1,NA,5,5,0,0,1,0,NA,NA,1,NA,32,NA,32,NA,32,NA,NA,NA,NA,NA,NA,3,NA,2,NA,2,2,2,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,2,NA,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,NA," ",NA,0,NA,NA,NA,0,NA,0,0,1,NA,1,13,13,13,4,13,1,1,0,0,0,0,0,9,1,2,1,0,0,10,12,NA,1,10,14,4,1,1,1,2,1,12,6,1,6,1,10,1,3,5,1,0,0,2,0,0,6,1,200905,0,0,0,0,0,NA,1,2,1,1,201003,2,2,1,1,NA,NA,NA,NA,1,1,2,1,NA,NA,0,397,1,2,1,11,6,1,1,3,5,0,0,0,0,0,2,0,0,6,1,201107,6,1,10,1,1,0,0,1,0,NA,1,1,2010,3,1,1,1,1,201104,781,1,2,1,NA,NA,NA,NA,NA,NA,1,1,2,1,NA,NA,NA,NA,2,2,0,1,1,0," ","1"," ","1",1,1,1,3,201303,1,2011,4,2,2,2,0,1,NA,NA,2,2,2,NA,NA,NA,NA,1,1,2,NA,NA,NA,1,NA,NA,NA,NA,NA,4,0,0,6,1,1,1,2,1,11,6,1,3,5,1,0,0,0,0,2,6,1,201305,1,200905,2,2,1,1,1,1,2,1,2013,0,3,2013,3,NA,NA,5,1,2,1,NA,NA,NA,NA,1,1,2,NA,NA,1,NA,NA,NA,NA,NA,NA,0,201412,0,1,51,4,3,6,1,1,1,1,2,1,13,6,201405,1,1,3,5,1,0,0,0,0,2,6,1,6,201405,6,201305,6,201206,6,201107,6,201007,6,200905,6,200710
"1277",1435285,85654,85654,28,2,1,10,3,4,2,0,3,2,13,67250,5,1,1,2,1,0,0,1,0,0,0,4,1,-2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,2,11,200710,200710,57,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,85654,85560,114112,NA,NA,NA,200902,776,1,0,2,1,2,NA,1,NA,1,NA,1,2,2,12,2,12,26,12,9,4,2,13,9,1,8,NA,1,1,NA,1,0,0,1,0,NA,NA,2,2,28,NA,28,NA,NA,NA,NA,NA,NA,NA,1,3,NA,2,2,2,2,1,4,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,2,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA," ",NA,0,12,12,NA,0,NA,0,0,0,NA,1,0,0,NA,1,0.05000000075,6,2,2,0,0,0,0,13,5,12,4,0,0,13,16,1,1,12,12,4,0,1,0,3,2,11,5,1,11,3,14,2,1,2,1,0,0,2,0,1,1,1,200904,0,0,0,0,0,NA,1,2,1,1,201003,4119,2,2,1,NA,NA,NA,NA,2,NA,NA,NA,1,1,1,390,0,4,1,12,5,1,1,1,2,0,0,0,0,0,3,0,1,4,1,201108,11,3,14,4,1,1,NA,2,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,2,2,3,0,"New York city","1"," ","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,12,4,1,1,2,2,1,5,1,1,2,2,0,0,1,0,1,4,1,201306,1,200903,4,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,34,2,2,12,4,1,2,1,2,2,1,5,201306,0,1,1,2,2,0,0,0,1,1,4,1,NA,NA,5,201306,5,201301,5,201108,5,201011,5,200904,5,200710
"1957",2208621,38457,38457,62,5,4,9,2,1,1,1,2,1,12,55000,1,1,2,3,1,0,0,2,0,0,0,1,0,-2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,2,200711,200709,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,38457,37047,49410,NA,NA,20115.45703125,200902,86,1,0,2,1,1,NA,NA,NA,2,NA,1,1,2,2,1,NA,61,9,4,5,1,NA,9,1,0,2,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,26,NA,26,NA,28,NA,28,NA,NA,NA,NA,1,NA,2,NA,2,2,4,NA,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,2,NA,1,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,NA," ",NA,0,NA,NA,NA,0,NA,0,0,0,NA,2,36,36,34,7,36,1,1,1,1,0,0,0,2,1,2,1,1,NA,12,12,NA,1,7.5,12,4,1,1,1,2,1,12,1,1,9,2,12,1,2,3,1,0,0,2,0,0,3,0,200904,0,0,0,0,0,NA,1,2,1,1,201003,0,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,391,1,2,1,12,1,1,1,2,3,0,0,0,0,0,2,0,0,1,0,201007,9,2,12,1,1,0,NA,1,0,NA,2,1,2010,3,1,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,2,1,0," ","1"," ","1",4,0,NA,NA,NA,2,2010,3,1,3,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,2,1,0,2,1,8,1,0,2,3,3,0,0,0,0,2,4,0,201007,0,200902,2,NA,NA,0,2,1,1,4,2010,0,3,2009,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,68,6,4,9,2,1,1,0,2,1,8,1,201007,0,0,2,3,3,0,0,0,0,2,4,0,NA,NA,NA,NA,NA,NA,NA,NA,1,201007,1,200904,1,200711
"1287",1445491,12687,12687,49,4,3,13,4,1,2,1,4,1,14,80000,1,0,3,6,1,0,2,2,0,0,2,1,1,-2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,200805,200805,44,17,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,12687,12134,16183,NA,NA,6636.4584961,200902,12,1,0,2,1,1,NA,NA,NA,1,NA,1,1,2,1,1,NA,45,9,9,1,1,NA,9,1,2,2,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,35,NA,35,NA,46,NA,46,NA,NA,NA,NA,1,NA,1,NA,1,2,4,NA,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,NA,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA," ",NA,0,NA,NA,NA,0,NA,0,0,0,NA,1,14,14,3,4,14,1,1,4,1,0,0,1,2,1,1,1,1,NA,17,12,NA,1,12,12,5,1,1,1,2,1,15,1,0,13,4,17,1,3,6,1,0,0,2,0,0,1,1,200904,0,0,0,0,0,NA,1,2,1,1,201003,0,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,389,1,2,1,15,1,0,1,3,6,0,0,0,0,0,2,0,0,1,1,201107,13,4,17,1,1,0,0,1,0,NA,2,1,2010,3,1,1,1,1,201104,773,0,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,0,0,0," ","1"," ","1",1,1,1,1,201303,2,2011,4,1,2,2,0,2,1,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,13,4,1,1,2,1,14,1,0,3,6,1,0,0,0,0,2,1,1,201305,1,200903,2,1,1,1,1,1,1,1,2013,0,3,2013,3,1,2,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,201412,0,1,55,5,3,13,4,1,2,1,2,1,16,1,201405,1,0,3,6,1,0,0,0,0,2,1,1,1,201405,1,201305,1,201209,1,201107,1,201007,1,200904,1,200805
